Código;Descrição;Unidade;NCM;Origem;Preço;Valor IPI fixo;Observações;Situação;Estoque;Preço de custo;Cód no fornecedor;Fornecedor;Localização;Estoque maximo;Estoque minimo;Peso líquido (Kg);Peso bruto (Kg);GTIN/EAN;GTIN/EAN da embalagem;Largura do Produto;Altura do Produto;Profundidade do produto;Data Validade;Descrição do Produto no Fornecedor;Descrição Complementar;Unidade por Caixa;Produto Variação;Tipo Produção;Classe de enquadramento do IPI;Código da lista de serviços;Tipo do item;Grupo de Tags/Tags;Tributos;Código Pai;Código Integração;Grupo de produtos;Marca;CEST;Volumes;Descrição Curta;Cross-Docking;URL Imagens Externas;Link Externo;Meses Garantia no Fornecedor;Clonar dados do pai;Condição do produto;Frete Grátis;Número FCI;Vídeo;Departamento;Unidade de medida;Preço de compra;Valor base ICMS ST para retenção;Valor ICMS ST para retenção;Valor ICMS próprio do substituto;Categoria do produto;Informações Adicionais
814;"Tamanho: G - Bebê;Sexo: Masculino";UN;62092000;0;R$14.72;;;Ativo;1;R$14.72;;;;;;;;;;;;;;"Tamanho: G - Bebê;Sexo: Masculino";"Tamanho: G - Bebê;Sexo: Masculino";1;;;;;produto;;;813;;;;28.059.00;1;"Tamanho: G - Bebê;Sexo: Masculino";;WhatsApp Image 2022-03-20 at 18.33.41.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec7u59BbS1n4ERWs/fldknrxBWGyUjOsAV/attrmUL7WxgWPsZJU);;;SIM;Novo;Não;;;;centímetro;;;;;;
815;Body Regata + Short Piratas;UN;62092000;0;R$17.67;;;Ativo;1;R$17.67;;;;;;;;;;;;;;Body Regata + Short Piratas;Body Regata + Short Piratas;1;;;;;produto;;;;;;;28.059.00;1;Body Regata + Short Piratas;;20220429_132623.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recBcug95w9rsxLMA/fldknrxBWGyUjOsAV/attm7aOlgyFYkSfCT);;;false;Novo;Não;;;;centímetro;;;;;;
816;Macacão Regata Dino;UN;62092000;0;R$14.72;;;Ativo;1;R$14.72;;;;;;;;;;;;;;Macacão Regata Dino;Macacão Regata Dino;1;;;;;produto;;;;;;;28.059.00;1;Macacão Regata Dino;;WhatsApp Image 2022-03-20 at 18.33.41 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recdxId7ZIKCL2TF9/fldknrxBWGyUjOsAV/atturii01xgnX7nJ8);;;false;Novo;Não;;;;centímetro;;;;;;
819;Calça Moletom lisa;UN;62092000;0;R$9.20;;;Ativo;1;R$9.20;;;;;;;;;;;;;;Calça Moletom lisa;Calça Moletom lisa;1;;;;;produto;;;;;;;28.059.00;1;Calça Moletom lisa;;WhatsApp Image 2022-03-20 at 18.33.40 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reccu50qV8Qj7JuOc/fldknrxBWGyUjOsAV/attdlR0DQy5JxxfhD);;;false;Novo;Não;;;;centímetro;;;;;;
820;Conjunto tactel submarino;UN;62092000;0;R$14.72;;;Ativo;1;R$14.72;;;;;;;;;;;;;;Conjunto tactel submarino;Conjunto tactel submarino;1;;;;;produto;;;;;;;28.059.00;1;Conjunto tactel submarino;;WhatsApp Image 2022-03-20 at 18.33.47 (4).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfaqRxaKikA6BcY/fldknrxBWGyUjOsAV/attdznVGLPsvAwnuq);;;false;Novo;Não;;;;centímetro;;;;;;
829;conjunto tactel dino lápis;UN;62092000;0;R$14.72;;;Ativo;1;R$14.72;;;;;;;;;;;;;;conjunto tactel dino lápis;conjunto tactel dino lápis;1;;;;;produto;;;;;;;28.059.00;1;conjunto tactel dino lápis;;WhatsApp Image 2022-03-20 at 18.33.47 (5).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recraI5MW9AS01emN/fldknrxBWGyUjOsAV/attC2YLdzQDzqapMl);;;false;Novo;Não;;;;centímetro;;;;;;
832;Conjunto body + short balão;UN;62092000;0;R$17.67;;;Ativo;1;R$17.67;;;;;;;;;;;;;;Conjunto body + short balão;Conjunto body + short balão;1;;;;;produto;;;;;;;28.059.00;1;Conjunto body + short balão;;WhatsApp Image 2022-03-20 at 18.33.46.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recZHAIZfoVoPIET3/fldknrxBWGyUjOsAV/attJ5xZghuBKAr50u);;;false;Novo;Não;;;;centímetro;;;;;;
PAI837;Macacão Manga Curta Gato Pow;UN;62092000;0;R$14.72;;;Ativo;1;R$14.72;;;;;;;;;;;;;;Macacão Manga Curta Gato Pow;Macacão Manga Curta Gato Pow;1;;;;;produto;;;;;;;28.059.00;1;Macacão Manga Curta Gato Pow;;WhatsApp Image 2022-03-20 at 18.33.46 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recABlO8wNFB2U2wN/fldknrxBWGyUjOsAV/attUhCxljAMiN2TVq);;;false;Novo;Não;;;;centímetro;;;;;;
837;"Tamanho: P - Bebê;Sexo: Masculino";UN;62092000;0;R$14.72;;;Ativo;1;R$14.72;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Masculino";"Tamanho: P - Bebê;Sexo: Masculino";1;;;;;produto;;;837;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Masculino";;WhatsApp Image 2022-03-20 at 18.33.46 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recABlO8wNFB2U2wN/fldknrxBWGyUjOsAV/attUhCxljAMiN2TVq);;;SIM;Novo;Não;;;;centímetro;;;;;;
838;"Tamanho: M - Bebê;Sexo: Masculino";UN;62092000;0;R$14.72;;;Ativo;1;R$14.72;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Masculino";"Tamanho: M - Bebê;Sexo: Masculino";1;;;;;produto;;;837;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Masculino";;WhatsApp Image 2022-03-20 at 18.33.46 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recSIsfc6cK18LLhP/fldknrxBWGyUjOsAV/attUhCxljAMiN2TVq);;;SIM;Novo;Não;;;;centímetro;;;;;;
839;"Tamanho: G - Bebê;Sexo: Masculino";UN;62092000;0;R$14.72;;;Ativo;1;R$14.72;;;;;;;;;;;;;;"Tamanho: G - Bebê;Sexo: Masculino";"Tamanho: G - Bebê;Sexo: Masculino";1;;;;;produto;;;837;;;;28.059.00;1;"Tamanho: G - Bebê;Sexo: Masculino";;WhatsApp Image 2022-03-20 at 18.33.46 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recwX7VBkVZo6ilUf/fldknrxBWGyUjOsAV/attUhCxljAMiN2TVq);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI846;Jardineira curta constelação;UN;62092000;0;R$19.14;;;Ativo;1;R$19.14;;;;;;;;;;;;;;Jardineira curta constelação;Jardineira curta constelação;1;;;;;produto;;;;;;;28.059.00;1;Jardineira curta constelação;;;;;false;Novo;Não;;;;centímetro;;;;;;
846;"Tamanho: 1 Ano;Sexo: Unisex";UN;62092000;0;R$19.14;;;Ativo;1;R$19.14;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Unisex";"Tamanho: 1 Ano;Sexo: Unisex";1;;;;;produto;;;846;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Unisex";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
849;"Tamanho: 4 anos;Sexo: Unisex";UN;62092000;0;R$19.14;;;Ativo;1;R$19.14;;;;;;;;;;;;;;"Tamanho: 4 anos;Sexo: Unisex";"Tamanho: 4 anos;Sexo: Unisex";1;;;;;produto;;;846;;;;28.059.00;1;"Tamanho: 4 anos;Sexo: Unisex";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
850;Jardineira Longa bolso canguru urso polar ;UN;62092000;0;R$22.01;;;Ativo;1;R$22.01;;;;;;;;;;;;;;Jardineira Longa bolso canguru urso polar ;Jardineira Longa bolso canguru urso polar ;1;;;;;produto;;;;;;;28.059.00;1;Jardineira Longa bolso canguru urso polar ;;;;;false;Novo;Não;;;;centímetro;;;;;;
PAI856;short tactel dino;UN;62092000;0;R$7.36;;;Ativo;1;R$7.36;;;;;;;;;;;;;;short tactel dino;short tactel dino;1;;;;;produto;;;;;;;28.059.00;1;short tactel dino;;WhatsApp Image 2022-03-20 at 18.33.42.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rechj1smhL70yxSKm/fldknrxBWGyUjOsAV/attA5Fw8l8Hsuf0Ff);;;false;Novo;Não;;;;centímetro;;;;;;
856;"Tamanho: 1 Ano;Sexo: Masculino";UN;62092000;0;R$7.36;;;Ativo;1;R$7.36;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Masculino";"Tamanho: 1 Ano;Sexo: Masculino";1;;;;;produto;;;856;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Masculino";;WhatsApp Image 2022-03-20 at 18.33.42.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rechj1smhL70yxSKm/fldknrxBWGyUjOsAV/attA5Fw8l8Hsuf0Ff);;;SIM;Novo;Não;;;;centímetro;;;;;;
857;"Tamanho: 2 Anos;Sexo: Masculino";UN;62092000;0;R$7.36;;;Ativo;1;R$7.36;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Masculino";"Tamanho: 2 Anos;Sexo: Masculino";1;;;;;produto;;;856;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Masculino";;WhatsApp Image 2022-03-20 at 18.33.42.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recktt3k4kgyfbBUQ/fldknrxBWGyUjOsAV/attA5Fw8l8Hsuf0Ff);;;SIM;Novo;Não;;;;centímetro;;;;;;
858;"Tamanho: 3 Anos;Sexo: Masculino";UN;62092000;0;R$7.36;;;Ativo;1;R$7.36;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Masculino";"Tamanho: 3 Anos;Sexo: Masculino";1;;;;;produto;;;856;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Masculino";;WhatsApp Image 2022-03-20 at 18.33.42.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6snnzj92YsZEXR/fldknrxBWGyUjOsAV/attA5Fw8l8Hsuf0Ff);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI859;Conjunto Body e Short Suedine Estampado;UN;62092000;0;R$19.27;;;Ativo;5;R$19.27;;;;;;;;;;;;;;Conjunto Body e Short Suedine Estampado;Conjunto Body e Short Suedine Estampado;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Body e Short Suedine Estampado;;20220515_122159 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recCO1iAyxkCHGHSL/fldknrxBWGyUjOsAV/attKeC7GqlnVNWkBO), 20220515_122255 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recCO1iAyxkCHGHSL/fldknrxBWGyUjOsAV/att35Hpi950GAcyzL);;;false;Novo;Não;;;;centímetro;;;;;;
859;"Tamanho: P - Bebê;Sexo: Unisex";UN;62092000;0;R$19.27;;;Ativo;5;R$19.27;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Unisex";"Tamanho: P - Bebê;Sexo: Unisex";1;;;;;produto;;;859;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Unisex";;20220515_122159 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recCO1iAyxkCHGHSL/fldknrxBWGyUjOsAV/attKeC7GqlnVNWkBO), 20220515_122255 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recCO1iAyxkCHGHSL/fldknrxBWGyUjOsAV/att35Hpi950GAcyzL);;;SIM;Novo;Não;;;;centímetro;;;;;;
860;"Tamanho: M - Bebê;Sexo: Unisex";UN;62092000;0;R$19.27;;;Ativo;5;R$19.27;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Unisex";"Tamanho: M - Bebê;Sexo: Unisex";1;;;;;produto;;;859;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Unisex";;20220515_122159 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8xomcYFQUBdfwy/fldknrxBWGyUjOsAV/attpdY2gHdP0hZDwx), 20220515_122255 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8xomcYFQUBdfwy/fldknrxBWGyUjOsAV/attqwkicxgypOh92D);;;SIM;Novo;Não;;;;centímetro;;;;;;
861;"Tamanho: G - Bebê;Sexo: Unisex";UN;62092000;0;R$19.27;;;Ativo;5;R$19.27;;;;;;;;;;;;;;"Tamanho: G - Bebê;Sexo: Unisex";"Tamanho: G - Bebê;Sexo: Unisex";1;;;;;produto;;;859;;;;28.059.00;1;"Tamanho: G - Bebê;Sexo: Unisex";;20220515_122255 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recF7rf9rkpAnFFig/fldknrxBWGyUjOsAV/attZIongfmkRCHste), 20220515_122159 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recF7rf9rkpAnFFig/fldknrxBWGyUjOsAV/att14QnxD85zFV8Bc);;;SIM;Novo;Não;;;;centímetro;;;;;;
862;"Tamanho: XG - Bebê;Sexo: Unisex";UN;62092000;0;R$19.27;;;Ativo;5;R$19.27;;;;;;;;;;;;;;"Tamanho: XG - Bebê;Sexo: Unisex";"Tamanho: XG - Bebê;Sexo: Unisex";1;;;;;produto;;;859;;;;28.059.00;1;"Tamanho: XG - Bebê;Sexo: Unisex";;20220515_122159 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reciZvRVQFhoarKTe/fldknrxBWGyUjOsAV/atthIdooXZdBZr78U), 20220515_122255 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reciZvRVQFhoarKTe/fldknrxBWGyUjOsAV/attRyHD9tgqO1ntdZ);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI863;Conjunto Longo Body e Calça Ribaninha Liso;UN;62092000;0;R$20.23;;;Ativo;5;R$20.23;;;;;;;;;;;;;;Conjunto Longo Body e Calça Ribaninha Liso;Conjunto Longo Body e Calça Ribaninha Liso;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Longo Body e Calça Ribaninha Liso;;20220504_221215.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckd0MgiRfeBICZE/fldknrxBWGyUjOsAV/attPNzfbMtlJmYp8m), 20220504_221224.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckd0MgiRfeBICZE/fldknrxBWGyUjOsAV/attUxrTEaV8Z2dvW5), 20220504_221329.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckd0MgiRfeBICZE/fldknrxBWGyUjOsAV/attqJMeRiESTiNvIE);;;false;Novo;Não;;;;centímetro;;;;;;
863;"Tamanho: P - Bebê;Sexo: Unisex";UN;62092000;0;R$20.23;;;Ativo;5;R$20.23;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Unisex";"Tamanho: P - Bebê;Sexo: Unisex";1;;;;;produto;;;863;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Unisex";;20220504_221215.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckd0MgiRfeBICZE/fldknrxBWGyUjOsAV/attPNzfbMtlJmYp8m), 20220504_221224.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckd0MgiRfeBICZE/fldknrxBWGyUjOsAV/attUxrTEaV8Z2dvW5), 20220504_221329.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckd0MgiRfeBICZE/fldknrxBWGyUjOsAV/attqJMeRiESTiNvIE);;;SIM;Novo;Não;;;;centímetro;;;;;;
864;"Tamanho: M - Bebê;Sexo: Unisex";UN;62092000;0;R$20.23;;;Ativo;5;R$20.23;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Unisex";"Tamanho: M - Bebê;Sexo: Unisex";1;;;;;produto;;;863;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Unisex";;20220504_221215.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2dBAej4TP5nxzs/fldknrxBWGyUjOsAV/attPNzfbMtlJmYp8m), 20220504_221224.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2dBAej4TP5nxzs/fldknrxBWGyUjOsAV/attUxrTEaV8Z2dvW5), 20220504_221329.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2dBAej4TP5nxzs/fldknrxBWGyUjOsAV/attqJMeRiESTiNvIE);;;SIM;Novo;Não;;;;centímetro;;;;;;
865;"Tamanho: G - Bebê;Sexo: Unisex";UN;62092000;0;R$20.23;;;Ativo;5;R$20.23;;;;;;;;;;;;;;"Tamanho: G - Bebê;Sexo: Unisex";"Tamanho: G - Bebê;Sexo: Unisex";1;;;;;produto;;;863;;;;28.059.00;1;"Tamanho: G - Bebê;Sexo: Unisex";;20220504_221215.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbt6E66jU94E0JY/fldknrxBWGyUjOsAV/attPNzfbMtlJmYp8m), 20220504_221224.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbt6E66jU94E0JY/fldknrxBWGyUjOsAV/attUxrTEaV8Z2dvW5), 20220504_221329.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbt6E66jU94E0JY/fldknrxBWGyUjOsAV/attqJMeRiESTiNvIE);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI868;Tshirt Mãe e Filha;UN;62092000;0;R$28.62;;;Ativo;1;R$28.62;;;;;;;;;;;;;;Tshirt Mãe e Filha;Tshirt Mãe e Filha;1;;;;;produto;;;;;;;28.059.00;1;Tshirt Mãe e Filha;;;;;false;Novo;Não;;;;centímetro;;;;;;
868;"Tamanho: M - Adulto;Sexo: Feminino";UN;62092000;0;R$28.62;;;Ativo;1;R$28.62;;;;;;;;;;;;;;"Tamanho: M - Adulto;Sexo: Feminino";"Tamanho: M - Adulto;Sexo: Feminino";1;;;;;produto;;;868;;;;28.059.00;1;"Tamanho: M - Adulto;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
870;"Tamanho: 4 anos;Sexo: Feminino";UN;62092000;0;R$20.58;;;Ativo;1;R$20.58;;;;;;;;;;;;;;"Tamanho: 4 anos;Sexo: Feminino";"Tamanho: 4 anos;Sexo: Feminino";1;;;;;produto;;;868;;;;28.059.00;1;"Tamanho: 4 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
873;"Tamanho: P - Adulto;Sexo: Feminino";UN;62092000;0;R$28.62;;;Ativo;1;R$28.62;;;;;;;;;;;;;;"Tamanho: P - Adulto;Sexo: Feminino";"Tamanho: P - Adulto;Sexo: Feminino";1;;;;;produto;;;868;;;;28.059.00;1;"Tamanho: P - Adulto;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
874;"Conjunto Cropped e Saia Mariana";UN;62092000;0;R$28.62;;;Ativo;1;R$28.62;;;;;;;;;;;;;;"Conjunto Cropped e Saia Mariana";"Conjunto Cropped e Saia Mariana";1;;;;;produto;;;;;;;28.059.00;1;"Conjunto Cropped e Saia Mariana";;20220523_182233.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbZOUl093gPRTX7/fldknrxBWGyUjOsAV/attDPiTDsO4EUWtGv), 20220523_182220.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbZOUl093gPRTX7/fldknrxBWGyUjOsAV/attgzzFobt1X0nov7);;;false;Novo;Não;;;;centímetro;;;;;;
878;"Vestido Bianca Lilás com Florzinha";UN;62092000;0;R$28.62;;;Ativo;1;R$28.62;;;;;;;;;;;;;;"Vestido Bianca Lilás com Florzinha";"Vestido Bianca Lilás com Florzinha";1;;;;;produto;;;;;;;28.059.00;1;"Vestido Bianca Lilás com Florzinha";;;;;false;Novo;Não;;;;centímetro;;;;;;
879;Tshirt Infantil Mundo Ray ;UN;62092000;0;R$14.83;;;Ativo;1;R$14.83;;;;;;;;;;;;;;Tshirt Infantil Mundo Ray ;Tshirt Infantil Mundo Ray ;1;;;;;produto;;;;;;;28.059.00;1;Tshirt Infantil Mundo Ray ;;;;;false;Novo;Não;;;;centímetro;;;;;;
885;Camiseta Manga Curta Aquarela Trick Nick Dino;UN;62092000;0;R$18.00;;;Ativo;1;R$18.00;;;;;;;;;;;;;;Camiseta Manga Curta Aquarela Trick Nick Dino;Camiseta Manga Curta Aquarela Trick Nick Dino;1;;;;;produto;;;;;;;28.059.00;1;Camiseta Manga Curta Aquarela Trick Nick Dino;;20220523_191743.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recFALeoYiZbmMU3L/fldknrxBWGyUjOsAV/attJpGeLKx6dX595e);;;false;Novo;Não;;;;centímetro;;;;;;
PAI888;Blusa Maga Longa Casaco Urso;UN;62092000;0;R$21.40;;;Ativo;1;R$21.40;;;;;;;;;;;;;;Blusa Maga Longa Casaco Urso;Blusa Maga Longa Casaco Urso;1;;;;;produto;;;;;;;28.059.00;1;Blusa Maga Longa Casaco Urso;;WhatsApp Image 2022-08-23 at 22.02.09.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rech7zzL40hSmUc1e/fldknrxBWGyUjOsAV/att6hKncYHcSPd4ZM);;;false;Novo;Não;;;;centímetro;;;;;;
888;"Tamanho: 3 Anos;Sexo: Masculino";UN;62092000;0;R$21.40;;;Ativo;1;R$21.40;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Masculino";"Tamanho: 3 Anos;Sexo: Masculino";1;;;;;produto;;;888;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Masculino";;WhatsApp Image 2022-08-23 at 22.02.09.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rech7zzL40hSmUc1e/fldknrxBWGyUjOsAV/att6hKncYHcSPd4ZM);;;SIM;Novo;Não;;;;centímetro;;;;;;
891;"Tamanho: 8 anos;Sexo: Masculino";UN;62092000;0;R$27.06;;;Ativo;1;R$27.06;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Masculino";"Tamanho: 8 anos;Sexo: Masculino";1;;;;;produto;;;888;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Masculino";;WhatsApp Image 2022-08-23 at 22.02.09.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recPcJtfwVqJeYpT5/fldknrxBWGyUjOsAV/att6hKncYHcSPd4ZM);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI892;Calça Off White Trick Nick;UN;62092000;0;R$28.19;;;Ativo;1;R$28.19;;;;;;;;;;;;;;Calça Off White Trick Nick;Calça Off White Trick Nick;1;;;;;produto;;;;;;;28.059.00;1;Calça Off White Trick Nick;;20220929_162510.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec04BheISs8eOxmy/fldknrxBWGyUjOsAV/attjcS1STfla61iIQ), 20220929_162747.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec04BheISs8eOxmy/fldknrxBWGyUjOsAV/att7JSW0mKVDTo3N3), 20220929_162902.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec04BheISs8eOxmy/fldknrxBWGyUjOsAV/attBxBsqO5ZW8BevC);;;false;Novo;Não;;;;centímetro;;;;;;
892;"Tamanho: 1 Ano;Sexo: Masculino";UN;62092000;0;R$28.19;;;Ativo;1;R$28.19;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Masculino";"Tamanho: 1 Ano;Sexo: Masculino";1;;;;;produto;;;892;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Masculino";;20220929_162510.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec04BheISs8eOxmy/fldknrxBWGyUjOsAV/attjcS1STfla61iIQ), 20220929_162747.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec04BheISs8eOxmy/fldknrxBWGyUjOsAV/att7JSW0mKVDTo3N3), 20220929_162902.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec04BheISs8eOxmy/fldknrxBWGyUjOsAV/attBxBsqO5ZW8BevC);;;SIM;Novo;Não;;;;centímetro;;;;;;
893;"Tamanho: 2 Anos;Sexo: Masculino";UN;62092000;0;R$28.19;;;Ativo;1;R$28.19;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Masculino";"Tamanho: 2 Anos;Sexo: Masculino";1;;;;;produto;;;892;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Masculino";;20220929_162510.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recMVG8sr4jWWjR85/fldknrxBWGyUjOsAV/attjcS1STfla61iIQ), 20220929_162747.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recMVG8sr4jWWjR85/fldknrxBWGyUjOsAV/att7JSW0mKVDTo3N3), 20220929_162902.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recMVG8sr4jWWjR85/fldknrxBWGyUjOsAV/attBxBsqO5ZW8BevC);;;SIM;Novo;Não;;;;centímetro;;;;;;
894;"Tamanho: 3 Anos;Sexo: Masculino";UN;62092000;0;R$28.19;;;Ativo;1;R$28.19;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Masculino";"Tamanho: 3 Anos;Sexo: Masculino";1;;;;;produto;;;892;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Masculino";;20220929_162510.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recz4jepDl0cISeEA/fldknrxBWGyUjOsAV/attjcS1STfla61iIQ), 20220929_162747.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recz4jepDl0cISeEA/fldknrxBWGyUjOsAV/att7JSW0mKVDTo3N3), 20220929_162902.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recz4jepDl0cISeEA/fldknrxBWGyUjOsAV/attBxBsqO5ZW8BevC);;;SIM;Novo;Não;;;;centímetro;;;;;;
