Código;Descrição;Unidade;NCM;Origem;Preço;Valor IPI fixo;Observações;Situação;Estoque;Preço de custo;Cód no fornecedor;Fornecedor;Localização;Estoque maximo;Estoque minimo;Peso líquido (Kg);Peso bruto (Kg);GTIN/EAN;GTIN/EAN da embalagem;Largura do Produto;Altura do Produto;Profundidade do produto;Data Validade;Descrição do Produto no Fornecedor;Descrição Complementar;Unidade por Caixa;Produto Variação;Tipo Produção;Classe de enquadramento do IPI;Código da lista de serviços;Tipo do item;Grupo de Tags/Tags;Tributos;Código Pai;Código Integração;Grupo de produtos;Marca;CEST;Volumes;Descrição Curta;Cross-Docking;URL Imagens Externas;Link Externo;Meses Garantia no Fornecedor;Clonar dados do pai;Condição do produto;Frete Grátis;Número FCI;Vídeo;Departamento;Unidade de medida;Preço de compra;Valor base ICMS ST para retenção;Valor ICMS ST para retenção;Valor ICMS próprio do substituto;Categoria do produto;Informações Adicionais
PAI898;Conjunto Blusa e Short Saia Trick Nick Princess;UN;62092000;0;R$27.06;;;Ativo;1;R$27.06;;;;;;;;;;;;;;Conjunto Blusa e Short Saia Trick Nick Princess;Conjunto Blusa e Short Saia Trick Nick Princess;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Blusa e Short Saia Trick Nick Princess;;WhatsApp Image 2022-09-26 at 19.55.28.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recTGh8VYMQqlejQj/fldknrxBWGyUjOsAV/attOemRdJRqd2WcgM);;;false;Novo;Não;;;;centímetro;;;;;;
898;"Tamanho: 1 Ano;Sexo: Feminino";UN;62092000;0;R$27.06;;;Ativo;1;R$27.06;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Feminino";"Tamanho: 1 Ano;Sexo: Feminino";1;;;;;produto;;;898;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Feminino";;WhatsApp Image 2022-09-26 at 19.55.28.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recTGh8VYMQqlejQj/fldknrxBWGyUjOsAV/attOemRdJRqd2WcgM);;;SIM;Novo;Não;;;;centímetro;;;;;;
899;"Tamanho: 2 Anos;Sexo: Feminino";UN;62092000;0;R$27.06;;;Ativo;1;R$27.06;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Feminino";"Tamanho: 2 Anos;Sexo: Feminino";1;;;;;produto;;;898;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Feminino";;20220523_175639 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDZ6wqqKs1TdvW0/fldknrxBWGyUjOsAV/attbe7kASLeHwth5c);;;SIM;Novo;Não;;;;centímetro;;;;;;
901;Vestido lantejoulas trick nick;UN;62092000;0;R$40.65;;;Ativo;1;R$40.65;;;;;;;;;;;;;;Vestido lantejoulas trick nick;Vestido lantejoulas trick nick;1;;;;;produto;;;;;;;28.059.00;1;Vestido lantejoulas trick nick;;20220528_130853.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recFcyn79ksSfdB7e/fldknrxBWGyUjOsAV/attQSZs8x3PLUbXor);;;false;Novo;Não;;;;centímetro;;;;;;
PAI904;Calça montaria jeans legging;UN;62092000;0;R$27.06;;;Ativo;1;R$27.06;;;;;;;;;;;;;;Calça montaria jeans legging;Calça montaria jeans legging;1;;;;;produto;;;;;;;28.059.00;1;Calça montaria jeans legging;;;;;false;Novo;Não;;;;centímetro;;;;;;
904;"Tamanho: 4 anos;Sexo: Feminino";UN;62092000;0;R$27.06;;;Ativo;1;R$27.06;;;;;;;;;;;;;;"Tamanho: 4 anos;Sexo: Feminino";"Tamanho: 4 anos;Sexo: Feminino";1;;;;;produto;;;904;;;;28.059.00;1;"Tamanho: 4 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
905;"Tamanho: 6 anos;Sexo: Feminino";UN;62092000;0;R$27.06;;;Ativo;1;R$27.06;;;;;;;;;;;;;;"Tamanho: 6 anos;Sexo: Feminino";"Tamanho: 6 anos;Sexo: Feminino";1;;;;;produto;;;904;;;;28.059.00;1;"Tamanho: 6 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
906;"Tamanho: 8 anos;Sexo: Feminino";UN;62092000;0;R$27.06;;;Ativo;1;R$27.06;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Feminino";"Tamanho: 8 anos;Sexo: Feminino";1;;;;;produto;;;904;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI907;Macaquinho jardineira fake;UN;62092000;0;R$28.21;;;Ativo;1;R$28.21;;;;;;;;;;;;;;Macaquinho jardineira fake;Macaquinho jardineira fake;1;;;;;produto;;;;;;;28.059.00;1;Macaquinho jardineira fake;;20220523_192018 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recrky3I15eAnT2e8/fldknrxBWGyUjOsAV/att8BGjFl0r5D3J33);;;false;Novo;Não;;;;centímetro;;;;;;
907;"Tamanho: P - Bebê;Sexo: Feminino";UN;62092000;0;R$28.21;;;Ativo;1;R$28.21;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Feminino";"Tamanho: P - Bebê;Sexo: Feminino";1;;;;;produto;;;907;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Feminino";;20220523_192018 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recrky3I15eAnT2e8/fldknrxBWGyUjOsAV/att8BGjFl0r5D3J33);;;SIM;Novo;Não;;;;centímetro;;;;;;
909;"Tamanho: G - Bebê;Sexo: Feminino";UN;62092000;0;R$28.21;;;Ativo;1;R$28.21;;;;;;;;;;;;;;"Tamanho: G - Bebê;Sexo: Feminino";"Tamanho: G - Bebê;Sexo: Feminino";1;;;;;produto;;;907;;;;28.059.00;1;"Tamanho: G - Bebê;Sexo: Feminino";;20220523_192018 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recTduUAlR8n0aHer/fldknrxBWGyUjOsAV/attWDI1v6MO96KD6I);;;SIM;Novo;Não;;;;centímetro;;;;;;
911;Pijama panda;UN;62092000;0;R$22.53;;;Ativo;1;R$22.53;;;;;;;;;;;;;;Pijama panda;Pijama panda;1;;;;;produto;;;;;;;28.059.00;1;Pijama panda;;;;;false;Novo;Não;;;;centímetro;;;;;;
915;Camiseta regata machão travel;UN;62092000;0;R$13.47;;;Ativo;1;R$13.47;;;;;;;;;;;;;;Camiseta regata machão travel;Camiseta regata machão travel;1;;;;;produto;;;;;;;28.059.00;1;Camiseta regata machão travel;;;;;false;Novo;Não;;;;centímetro;;;;;;
PAI917;Conjunto Camisa e Short Dino;UN;62092000;0;R$21.40;;;Ativo;1;R$21.40;;;;;;;;;;;;;;Conjunto Camisa e Short Dino;Conjunto Camisa e Short Dino;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Camisa e Short Dino;;20220528_154940.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recuWrVl4Q0w27b2D/fldknrxBWGyUjOsAV/attYYLsmgYs4GzFzg);;;false;Novo;Não;;;;centímetro;;;;;;
917;"Tamanho: 1 Ano;Sexo: Masculino";UN;62092000;0;R$21.40;;;Ativo;1;R$21.40;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Masculino";"Tamanho: 1 Ano;Sexo: Masculino";1;;;;;produto;;;917;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Masculino";;20220528_154940.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recuWrVl4Q0w27b2D/fldknrxBWGyUjOsAV/attYYLsmgYs4GzFzg);;;SIM;Novo;Não;;;;centímetro;;;;;;
918;"Tamanho: 3 Anos;Sexo: Masculino";UN;62092000;0;R$21.40;;;Ativo;1;R$21.40;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Masculino";"Tamanho: 3 Anos;Sexo: Masculino";1;;;;;produto;;;917;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Masculino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
919;Conjunto Camisa e Short Dino ;UN;62092000;0;R$21.40;;;Ativo;1;R$21.40;;;;;;;;;;;;;;Conjunto Camisa e Short Dino ;Conjunto Camisa e Short Dino ;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Camisa e Short Dino ;;;;;false;Novo;Não;;;;centímetro;;;;;;
920;Bermuda Caqui Dino;UN;62092000;0;R$16.35;;;Ativo;1;R$16.35;;;;;;;;;;;;;;Bermuda Caqui Dino;Bermuda Caqui Dino;1;;;;;produto;;;;;;;28.059.00;1;Bermuda Caqui Dino;;20220523_192237.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfAABNZIYypFUVd/fldknrxBWGyUjOsAV/attdSH43JRkVeVnHH), 20220523_192143.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfAABNZIYypFUVd/fldknrxBWGyUjOsAV/attKdr9cnV9DKkeRR);;;false;Novo;Não;;;;centímetro;;;;;;
923;Conjunto regata e bermuda surf;UN;62092000;0;R$24.80;;;Ativo;2;R$24.80;;;;;;;;;;;;;;Conjunto regata e bermuda surf;Conjunto regata e bermuda surf;1;;;;;produto;;;;;;;28.059.00;1;Conjunto regata e bermuda surf;;;;;false;Novo;Não;;;;centímetro;;;;;;
PAI925;Conjunto camisa e bermuda dino ;UN;62092000;0;R$20.27;;;Ativo;1;R$20.27;;;;;;;;;;;;;;Conjunto camisa e bermuda dino ;Conjunto camisa e bermuda dino ;1;;;;;produto;;;;;;;28.059.00;1;Conjunto camisa e bermuda dino ;;20220929_161452.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recUXgEbU8hZOIkq7/fldknrxBWGyUjOsAV/attb6rjjwZQbSum4i);;;false;Novo;Não;;;;centímetro;;;;;;
925;"Tamanho: 1 Ano;Sexo: Masculino";UN;62092000;0;R$20.27;;;Ativo;1;R$20.27;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Masculino";"Tamanho: 1 Ano;Sexo: Masculino";1;;;;;produto;;;925;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Masculino";;20220929_161452.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recUXgEbU8hZOIkq7/fldknrxBWGyUjOsAV/attb6rjjwZQbSum4i);;;SIM;Novo;Não;;;;centímetro;;;;;;
926;"Tamanho: 2 Anos;Sexo: Masculino";UN;62092000;0;R$20.27;;;Ativo;1;R$20.27;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Masculino";"Tamanho: 2 Anos;Sexo: Masculino";1;;;;;produto;;;925;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Masculino";;20220929_161452.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recBFXbVgLDkcurVf/fldknrxBWGyUjOsAV/attb6rjjwZQbSum4i);;;SIM;Novo;Não;;;;centímetro;;;;;;
927;"Tamanho: 3 Anos;Sexo: Masculino";UN;62092000;0;R$20.27;;;Ativo;1;R$20.27;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Masculino";"Tamanho: 3 Anos;Sexo: Masculino";1;;;;;produto;;;925;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Masculino";;20220929_161452.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfEppdHrAeC9C3N/fldknrxBWGyUjOsAV/attb6rjjwZQbSum4i);;;SIM;Novo;Não;;;;centímetro;;;;;;
933;Conjunto camisa e bermuda;UN;62092000;0;R$22.53;;;Ativo;1;R$22.53;;;;;;;;;;;;;;Conjunto camisa e bermuda;Conjunto camisa e bermuda;1;;;;;produto;;;;;;;28.059.00;1;Conjunto camisa e bermuda;;;;;false;Novo;Não;;;;centímetro;;;;;;
PAI935;Vestido cinza rovitex com desenhos;UN;62092000;0;R$16.87;;;Ativo;2;R$16.87;;;;;;;;;;;;;;Vestido cinza rovitex com desenhos;Vestido cinza rovitex com desenhos;1;;;;;produto;;;;;;;28.059.00;1;Vestido cinza rovitex com desenhos;;;;;false;Novo;Não;;;;centímetro;;;;;;
935;"Tamanho: 6 anos;Sexo: Feminino";UN;62092000;0;R$16.87;;;Ativo;2;R$16.87;;;;;;;;;;;;;;"Tamanho: 6 anos;Sexo: Feminino";"Tamanho: 6 anos;Sexo: Feminino";1;;;;;produto;;;935;;;;28.059.00;1;"Tamanho: 6 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
936;"Tamanho: 8 anos;Sexo: Feminino";UN;62092000;0;R$16.87;;;Ativo;1;R$16.87;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Feminino";"Tamanho: 8 anos;Sexo: Feminino";1;;;;;produto;;;935;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
937;Conjunto melancia rovitex;UN;62092000;0;R$18.00;;;Ativo;1;R$18.00;;;;;;;;;;;;;;Conjunto melancia rovitex;Conjunto melancia rovitex;1;;;;;produto;;;;;;;28.059.00;1;Conjunto melancia rovitex;;20220523_181750 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recRjzSvftb012dna/fldknrxBWGyUjOsAV/attwaJSJZDGd0B2Ch);;;false;Novo;Não;;;;centímetro;;;;;;
PAI940;Vestido cinza rovitex song;UN;62092000;0;R$13.47;;;Ativo;1;R$13.47;;;;;;;;;;;;;;Vestido cinza rovitex song;Vestido cinza rovitex song;1;;;;;produto;;;;;;;28.059.00;1;Vestido cinza rovitex song;;;;;false;Novo;Não;;;;centímetro;;;;;;
940;"Tamanho: 6 anos;Sexo: Feminino";UN;62092000;0;R$13.47;;;Ativo;1;R$13.47;;;;;;;;;;;;;;"Tamanho: 6 anos;Sexo: Feminino";"Tamanho: 6 anos;Sexo: Feminino";1;;;;;produto;;;940;;;;28.059.00;1;"Tamanho: 6 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
941;"Tamanho: 8 anos;Sexo: Feminino";UN;62092000;0;R$13.48;;;Ativo;1;R$13.48;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Feminino";"Tamanho: 8 anos;Sexo: Feminino";1;;;;;produto;;;940;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI942;Blusa Ice Cream;UN;62092000;0;R$11.21;;;Ativo;1;R$11.21;;;;;;;;;;;;;;Blusa Ice Cream;Blusa Ice Cream;1;;;;;produto;;;;;;;28.059.00;1;Blusa Ice Cream;;;;;false;Novo;Não;;;;centímetro;;;;;;
942;"Tamanho: 1 Ano;Sexo: Feminino";UN;62092000;0;R$11.21;;;Ativo;1;R$11.21;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Feminino";"Tamanho: 1 Ano;Sexo: Feminino";1;;;;;produto;;;942;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
943;"Tamanho: 3 Anos;Sexo: Feminino";UN;62092000;0;R$11.21;;;Ativo;1;R$11.21;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Feminino";"Tamanho: 3 Anos;Sexo: Feminino";1;;;;;produto;;;942;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
944;"Tamanho: 6 anos;Sexo: Feminino";UN;62092000;0;R$13.47;;;Ativo;1;R$13.47;;;;;;;;;;;;;;"Tamanho: 6 anos;Sexo: Feminino";"Tamanho: 6 anos;Sexo: Feminino";1;;;;;produto;;;942;;;;28.059.00;1;"Tamanho: 6 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
946;"Tamanho: 8 anos;Sexo: Feminino";UN;62092000;0;R$13.47;;;Ativo;1;R$13.47;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Feminino";"Tamanho: 8 anos;Sexo: Feminino";1;;;;;produto;;;942;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Feminino";;IMG-20220825-WA0017 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recxtZ6dxziz41Uab/fldknrxBWGyUjOsAV/attyAnDNTbGBqvfPQ);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI947;Vestido Mostarda Arco-íris;UN;62092000;0;R$18.77;;;Ativo;1;R$18.77;;;;;;;;;;;;;;Vestido Mostarda Arco-íris;Vestido Mostarda Arco-íris;1;;;;;produto;;;;;;;28.059.00;1;Vestido Mostarda Arco-íris;;20220523_175553 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recHZxzQrYg35EAwF/fldknrxBWGyUjOsAV/attC1bYKZTIBJZVqU);;;false;Novo;Não;;;;centímetro;;;;;;
947;"Tamanho: 1 Ano;Sexo: Feminino";UN;62092000;0;R$18.77;;;Ativo;1;R$18.77;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Feminino";"Tamanho: 1 Ano;Sexo: Feminino";1;;;;;produto;;;947;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Feminino";;20220523_175553 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recHZxzQrYg35EAwF/fldknrxBWGyUjOsAV/attC1bYKZTIBJZVqU);;;SIM;Novo;Não;;;;centímetro;;;;;;
948;"Tamanho: 2 Anos;Sexo: Feminino";UN;62092000;0;R$18.77;;;Ativo;1;R$18.77;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Feminino";"Tamanho: 2 Anos;Sexo: Feminino";1;;;;;produto;;;947;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Feminino";;20220523_175553 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recjwWi013oMFvnqw/fldknrxBWGyUjOsAV/attjSBe06qvET7Suj);;;SIM;Novo;Não;;;;centímetro;;;;;;
949;"Tamanho: 3 Anos;Sexo: Feminino";UN;62092000;0;R$18.77;;;Ativo;1;R$18.77;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Feminino";"Tamanho: 3 Anos;Sexo: Feminino";1;;;;;produto;;;947;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Feminino";;20220523_175553 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recRGPiRiTXEzJGKo/fldknrxBWGyUjOsAV/att7f7N5qLYsp7Hqg);;;SIM;Novo;Não;;;;centímetro;;;;;;
952;"Tamanho: 8 anos;Sexo: Feminino";UN;62092000;0;R$22.35;;;Ativo;1;R$22.35;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Feminino";"Tamanho: 8 anos;Sexo: Feminino";1;;;;;produto;;;947;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Feminino";;20220523_175553 (1).jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec4zhwvyeQ2bvKz8/fldknrxBWGyUjOsAV/attaoVFoPnmUz1K9v);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI955;Kit meias;UN;62092000;0;R$10.18;;;Ativo;3;R$10.18;;;;;;;;;;;;;;Kit meias;Kit meias;1;;;;;produto;;;;;;;28.059.00;1;Kit meias;;;;;false;Novo;Não;;;;centímetro;;;;;;
955;"Tamanho: 19 a 22;Sexo: Feminino";UN;62092000;0;R$10.18;;;Ativo;3;R$10.18;;;;;;;;;;;;;;"Tamanho: 19 a 22;Sexo: Feminino";"Tamanho: 19 a 22;Sexo: Feminino";1;;;;;produto;;;955;;;;28.059.00;1;"Tamanho: 19 a 22;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
956;"Tamanho: 19 a 22;Sexo: Masculino";UN;62092000;0;R$10.18;;;Ativo;3;R$10.18;;;;;;;;;;;;;;"Tamanho: 19 a 22;Sexo: Masculino";"Tamanho: 19 a 22;Sexo: Masculino";1;;;;;produto;;;955;;;;28.059.00;1;"Tamanho: 19 a 22;Sexo: Masculino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
957;"Tamanho: 28 a 33;Sexo: Feminino";UN;62092000;0;R$10.18;;;Ativo;2;R$10.18;;;;;;;;;;;;;;"Tamanho: 28 a 33;Sexo: Feminino";"Tamanho: 28 a 33;Sexo: Feminino";1;;;;;produto;;;955;;;;28.059.00;1;"Tamanho: 28 a 33;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
958;"Tamanho: 28 a 33;Sexo: Masculino";UN;62092000;0;R$10.18;;;Ativo;3;R$10.18;;;;;;;;;;;;;;"Tamanho: 28 a 33;Sexo: Masculino";"Tamanho: 28 a 33;Sexo: Masculino";1;;;;;produto;;;955;;;;28.059.00;1;"Tamanho: 28 a 33;Sexo: Masculino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
959;"Tamanho: 23 a 27;Sexo: Masculino";UN;62092000;0;R$10.18;;;Ativo;3;R$10.18;;;;;;;;;;;;;;"Tamanho: 23 a 27;Sexo: Masculino";"Tamanho: 23 a 27;Sexo: Masculino";1;;;;;produto;;;955;;;;28.059.00;1;"Tamanho: 23 a 27;Sexo: Masculino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI962;Bermuda legging ciclista;UN;62092000;0;R$15.51;;;Ativo;1;R$15.51;;;;;;;;;;;;;;Bermuda legging ciclista;Bermuda legging ciclista;1;;;;;produto;;;;;;;28.059.00;1;Bermuda legging ciclista;;20220523_182436.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recEBsMSCpWF6bzVn/fldknrxBWGyUjOsAV/attHwZcMvrY9Oi8VJ), 20220523_182420.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recEBsMSCpWF6bzVn/fldknrxBWGyUjOsAV/attZRgd0LEaQz2p9p);;;false;Novo;Não;;;;centímetro;;;;;;
962;"Tamanho: 8 anos;Sexo: Feminino";UN;62092000;0;R$15.51;;;Ativo;1;R$15.51;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Feminino";"Tamanho: 8 anos;Sexo: Feminino";1;;;;;produto;;;962;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Feminino";;20220523_182436.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recEBsMSCpWF6bzVn/fldknrxBWGyUjOsAV/attHwZcMvrY9Oi8VJ), 20220523_182420.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recEBsMSCpWF6bzVn/fldknrxBWGyUjOsAV/attZRgd0LEaQz2p9p);;;SIM;Novo;Não;;;;centímetro;;;;;;
961;"Tamanho: 23 a 27;Sexo: Feminino";UN;62092000;0;R$15.51;;;Ativo;1;R$15.51;;;;;;;;;;;;;;"Tamanho: 23 a 27;Sexo: Feminino";"Tamanho: 23 a 27;Sexo: Feminino";1;;;;;produto;;;962;;;;28.059.00;1;"Tamanho: 23 a 27;Sexo: Feminino";;20220523_182436.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5mDCo6x49CYrrf/fldknrxBWGyUjOsAV/attbMDmg9atuBMS14), 20220523_182420.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5mDCo6x49CYrrf/fldknrxBWGyUjOsAV/attbJUP1PqupaUEV7);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI963;Legging longa;UN;62092000;0;R$16.87;;;Ativo;1;R$16.87;;;;;;;;;;;;;;Legging longa;Legging longa;1;;;;;produto;;;;;;;28.059.00;1;Legging longa;;;;;false;Novo;Não;;;;centímetro;;;;;;
963;"Tamanho: 1 Ano;Sexo: Feminino";UN;62092000;0;R$16.87;;;Ativo;1;R$16.87;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Feminino";"Tamanho: 1 Ano;Sexo: Feminino";1;;;;;produto;;;963;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
964;"Tamanho: 2 Anos;Sexo: Feminino";UN;62092000;0;R$16.87;;;Ativo;1;R$16.87;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Feminino";"Tamanho: 2 Anos;Sexo: Feminino";1;;;;;produto;;;963;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
967;"Tamanho: 8 anos;Sexo: Feminino";UN;62092000;0;R$16.87;;;Ativo;1;R$16.87;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Feminino";"Tamanho: 8 anos;Sexo: Feminino";1;;;;;produto;;;963;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
968;"Tamanho: 8 anos;Sexo: Feminino";UN;62092000;0;R$16.87;;;Ativo;1;R$16.87;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Feminino";"Tamanho: 8 anos;Sexo: Feminino";1;;;;;produto;;;963;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
969;Kit Pagão 2 peças Kirash;UN;62092000;0;R$34.29;;;Ativo;1;R$34.29;;;;;;;;;;;;;;Kit Pagão 2 peças Kirash;Kit Pagão 2 peças Kirash;1;;;;;produto;;;;;;;28.059.00;1;Kit Pagão 2 peças Kirash;;20220528_125327.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqZclXghAgZjXlv/fldknrxBWGyUjOsAV/attYYQmvCAl4qrpa9);;;false;Novo;Não;;;;centímetro;;;;;;
PAI971;Pijama regata e calça kirash ;UN;62092000;0;R$19.60;;;Ativo;1;R$19.60;;;;;;;;;;;;;;Pijama regata e calça kirash ;Pijama regata e calça kirash ;1;;;;;produto;;;;;;;28.059.00;1;Pijama regata e calça kirash ;;20220525_113926.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rech3wKHxMqEqOXDw/fldknrxBWGyUjOsAV/attNJA1LE95pl1MUv);;;false;Novo;Não;;;;centímetro;;;;;;
971;"Tamanho: M - Bebê;Sexo: Feminino";UN;62092000;0;R$19.60;;;Ativo;1;R$19.60;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Feminino";"Tamanho: M - Bebê;Sexo: Feminino";1;;;;;produto;;;971;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Feminino";;20220525_113926.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rech3wKHxMqEqOXDw/fldknrxBWGyUjOsAV/attNJA1LE95pl1MUv);;;SIM;Novo;Não;;;;centímetro;;;;;;
